Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
1,00:28:34.922492,00:28:36.033983,-1,0.09044141858947796
1,00:28:34.922492,00:28:36.594619,-1,-1.5972781107538754
1,00:28:34.922492,00:28:39.786819,-1,-3.1277895157485487
